timestamp,rule_level,decoder_name,rule_description,rule_group,mitre_id,agent_ip,is_malicious
2026-04-05T23:50:00.41867,3,postfix,Mail delivery successful,mail,unknown,0.0.0.0,0
2026-04-16T00:53:08.32139,8,syscheck,Unexpected file modification in /etc/,ossec,unknown,45.42.123.174,1
2026-04-19T22:46:00.99527,3,pam,Successful SSH login,authentication,unknown,192.168.1.152,0
2026-04-17T21:54:00.46021,13,windows_defender,Malware Execution Detected,malware,T1204,58.16.114.232,1
2026-04-12T09:04:00.73319,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,192.168.1.165,0
2026-04-14T12:11:00.89939,1,windows,System event 4624,windows_auth,unknown,192.168.1.206,0
2026-04-19T21:17:00.13912,4,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.65,0
2026-04-23T03:05:00.88761,4,modsecurity,SQL Injection attempt detected,owasp_10,T1190,14.103.107.214,1
2026-04-09T07:24:00.58311,4,mysql,Standard DB query execution,database,unknown,192.168.1.39,0
2026-04-13T17:05:00.14267,1,nginx,unknown,unknown,unknown,192.168.1.158,0
2026-05-04T06:21:00.43943,12,sshd,SSH key rotation completed for service account,authentication,unknown,192.168.1.8,0
2026-04-18T08:52:00.81912,1,windows,System event 4624,windows_auth,unknown,192.168.1.24,0
2026-04-18T22:03:06.39212,1,cron,Cron job executed successfully,system,unknown,192.168.1.71,0
2026-04-30T13:29:00.67022,1,nginx,Normal asset load (JS/CSS),unknown,unknown,192.168.1.78,0
2026-04-14T13:22:00.65623,3,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.18,0
2026-04-06T21:08:00.66889,1,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.92,0
2026-05-04T03:45:00.46328,8,nginx,Unusual traffic spike detected,web_traffic,unknown,192.168.1.183,0
2026-04-25T11:14:00.94205,4,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.215,0
2026-04-07T14:03:00.46772,10,mysql,Database maintenance: slow query log threshold exceeded,database,unknown,192.168.1.221,0
2026-04-08T12:29:00.61474,4,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.8,0
2026-04-20T21:29:00.79964,6,unknown,Multiple failed password attempts,authentication_failed,T1110,41.208.141.79,1
2026-05-01T12:20:00.85047,3,pam,Successful SSH login,authentication,unknown,192.168.1.239,0
2026-04-30T13:42:00.30473,4,iptables,Firewall accepted connection,unknown,unknown,192.168.1.197,0
2026-04-21T03:04:11.94977,5,sshd,Multiple failed password attempts,authentication_failed,T1110,192.246.59.80,1
2026-05-03T18:56:00.58997,3,postfix,Mail delivery successful,mail,unknown,192.168.1.165,0
2026-05-02T19:26:00.28655,3,cron,Cron job executed successfully,system,unknown,192.168.1.53,0
2026-04-12T15:18:00.60133,1,nginx,unknown,web_traffic,unknown,192.168.1.234,0
2026-04-26T12:02:00.38985,2,postfix,Mail delivery successful,mail,unknown,192.168.1.243,0
2026-04-12T19:37:00.73777,4,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.26,1
2026-04-18T07:27:00.98470,12,suricata,Command and Control Beaconing Detected,c2,T1071,192.168.1.207,1
2026-04-18T18:15:00.42658,1,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.206,0
2026-04-21T00:00:00.17017,8,windows,unknown,windows_system,unknown,192.168.1.192,0
2026-04-27T01:01:00.24187,3,windows,unknown,windows_auth,unknown,20.234.124.133,0
2026-04-03T15:38:14.36251,4,cron,Cron job executed successfully,system,unknown,192.168.1.228,0
2026-04-05T09:32:00.86025,9,pam,Password expiry warning for user admin (30 days remaining),unknown,unknown,0.0.0.0,0
2026-04-11T17:22:00.74331,1,pam,Successful SSH login,unknown,unknown,192.168.1.49,0
2026-04-29T23:46:00.70780,2,unknown,Normal GET request to /index.html,web_traffic,unknown,192.168.1.70,0
2026-04-10T08:36:00.12581,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,61.141.113.172,1
2026-04-09T23:11:00.83711,3,pam,Successful SSH login,authentication,unknown,80.233.43.105,0
2026-05-03T11:07:00.48668,1,postfix,Mail delivery successful,mail,unknown,192.168.1.195,0
2026-04-16T10:45:28.49861,4,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.82,0
2026-04-23T08:45:00.90183,3,unknown,File integrity check passed,ossec,unknown,192.168.1.200,0
2026-04-15T14:05:00.58952,8,suricata,Nmap port scanning detected (Reconnaissance),unknown,T1046,192.168.1.48,1
2026-04-26T23:37:00.43638,1,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.132,0
2026-04-10T00:38:00.40761,10,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,39.164.94.190,1
2026-04-27T02:18:00.53194,10,unknown,Nmap port scanning detected (Reconnaissance),unknown,T1046,123.137.67.20,1
2026-04-13T20:51:00.20368,4,pam,Successful SSH login,authentication,unknown,80.78.244.140,0
2026-04-20T06:42:00.46285,13,nginx,HTTP Flood Denial of Service (DoS),dos,T1498,37.76.41.241,1
2026-04-24T22:32:00.55506,1,pam,Successful SSH login,unknown,unknown,192.168.1.167,0
2026-04-26T02:37:00.88898,4,unknown,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.9,0
2026-04-25T15:33:16.79192,4,windows,System event 4624,windows_auth,unknown,192.168.1.165,0
2026-05-01T14:43:00.38148,8,unknown,SQL Injection attempt detected,owasp_10,T1190,54.39.6.90,1
2026-04-19T10:59:00.89817,9,sca,Vulnerability assessment scan completed on all endpoints,compliance,unknown,192.168.1.142,0
2026-04-18T03:35:00.87804,3,postfix,Mail delivery successful,mail,unknown,20.48.255.67,0
2026-04-19T03:57:00.14158,1,iptables,Firewall accepted connection,firewall,unknown,192.168.1.5,0
2026-04-16T04:50:00.22382,4,unknown,Mail delivery successful,mail,unknown,192.168.1.127,0
2026-05-02T08:14:00.10917,6,suricata,Outbound connection to rare external IP,network_monitor,unknown,192.168.1.180,0
2026-04-30T04:34:00.25663,4,windows,System event 4624,unknown,unknown,192.168.1.114,0
2026-04-11T20:02:00.22850,2,mysql,Standard DB query execution,database,unknown,192.168.1.196,0
2026-04-05T03:52:00.44537,3,nginx,Low-rate credential stuffing via API endpoint,authentication_failed,T1110,192.168.1.48,1
2026-04-30T18:46:00.32041,3,unknown,System event 4624,windows_auth,unknown,192.168.1.197,0
2026-04-25T23:31:00.56992,2,cron,Cron job executed successfully,system,unknown,192.168.1.118,0
2026-04-11T19:46:00.73089,11,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,71.47.28.125,1
2026-04-13T10:08:00.74037,4,sshd,Multiple SSH authentication failures (Brute Force),unknown,T1110,0.0.0.0,1
2026-05-02T02:19:00.40837,4,pam,Password expiry warning for user admin (30 days remaining),authentication,unknown,192.168.1.223,0
2026-04-12T03:15:00.41296,11,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,27.72.46.152,1
2026-05-01T06:16:00.58736,1,unknown,Successful SSH login,unknown,unknown,15.235.98.65,0
2026-04-21T05:33:43.93424,10,mysql,Database maintenance: slow query log threshold exceeded,database,unknown,192.168.1.160,0
2026-04-26T13:31:00.50903,4,pam,Successful SSH login,authentication,unknown,192.168.1.2,0
2026-04-23T13:35:26.22225,1,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.157,0
2026-04-09T04:33:00.48859,4,pam,Successful SSH login,authentication,unknown,192.168.1.151,0
2026-04-07T19:05:00.22268,4,cron,Cron job executed successfully,system,unknown,192.168.1.9,0
2026-04-08T03:05:40.85188,1,windows,System event 4624,windows_auth,unknown,192.168.1.191,0
2026-04-19T00:21:00.34274,2,iptables,Firewall accepted connection,firewall,unknown,192.168.1.65,0
2026-04-28T13:47:00.83298,6,suricata,Outbound connection to rare external IP,network_monitor,unknown,0.0.0.0,0
2026-04-06T08:49:00.15057,4,pam,Successful SSH login,authentication,unknown,20.64.105.234,0
2026-05-04T05:00:00.32126,3,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.70,0
2026-04-11T09:43:00.81021,3,pam,Successful SSH login,authentication,unknown,192.168.1.99,1
2026-05-03T19:35:00.68792,7,syscheck,Unexpected file modification in /etc/,ossec,unknown,192.168.1.146,0
2026-04-11T21:53:00.74790,5,iptables,Firewall accepted connection,firewall,unknown,192.168.1.245,0
2026-05-02T19:58:00.63729,15,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,54.39.210.49,1
2026-04-26T18:29:00.56431,5,suricata,Outbound connection to rare external IP,network_monitor,unknown,54.39.136.140,1
2026-04-11T16:47:00.60812,4,sshd,Multiple failed password attempts,authentication_failed,T1110,192.168.1.76,0
2026-04-07T18:37:00.83701,4,sca,Vulnerability assessment scan completed on all endpoints,compliance,unknown,192.168.1.207,0
2026-04-15T23:12:00.53293,11,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,38.7.4.155,1
2026-05-02T04:26:00.39150,3,pam,Service account login from unexpected geographic region,lateral_movement,T1021,0.0.0.0,1
2026-04-22T10:27:00.72529,5,cron,Cron job executed successfully,system,unknown,192.168.1.126,0
2026-04-26T19:52:00.71434,3,syscheck,File integrity check passed,ossec,unknown,34.42.172.48,0
2026-04-29T11:12:00.82106,8,suricata,Outbound connection to rare external IP,network_monitor,unknown,192.168.1.97,0
2026-04-12T17:55:00.90471,4,postfix,Mail delivery successful,mail,unknown,192.168.1.222,0
2026-04-18T09:01:00.86777,4,iptables,Firewall accepted connection,unknown,unknown,192.168.1.119,0
2026-04-27T21:22:00.28243,2,sudo,User executed allowed sudo command,privilege,unknown,8.213.41.46,0
2026-04-26T20:08:00.24191,4,iptables,Firewall accepted connection,firewall,unknown,192.168.1.156,0
2026-05-04T11:14:00.87960,4,mysql,Standard DB query execution,database,unknown,192.168.1.107,0
2026-04-06T15:09:00.19975,6,windows,Service started from non-standard path,windows_system,unknown,192.168.1.65,0
2026-04-09T18:02:00.58084,8,unknown,Windows Update service restarted automatically,windows_system,unknown,192.168.1.60,0
2026-04-14T14:26:00.43850,1,sudo,unknown,privilege,unknown,192.168.1.136,0
2026-05-01T19:42:00.82827,3,web-accesslog,unknown,web_traffic,unknown,58.216.132.5,0
2026-04-08T02:30:00.38441,3,postfix,Mail delivery successful,mail,unknown,192.168.1.209,0
2026-04-19T12:33:00.61114,10,sshd,SSH key rotation completed for service account,authentication,unknown,192.168.1.147,0
2026-04-12T01:18:00.11204,7,nginx,Unusual traffic spike detected,web_traffic,unknown,192.168.1.87,0
2026-04-25T04:52:00.95782,8,unknown,SCA policy scan: CIS Benchmark compliance check completed,compliance,unknown,192.168.1.216,0
2026-05-03T13:58:00.95328,1,sudo,User executed allowed sudo command,privilege,unknown,0.0.0.0,0
2026-04-06T05:47:00.61291,10,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,57.129.5.143,1
2026-04-02T21:00:51.36485,1,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.70,0
2026-05-02T04:06:00.28198,4,postfix,Mail delivery successful,unknown,unknown,192.168.1.82,0
2026-04-19T21:04:00.54085,3,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.141,1
2026-05-03T04:09:00.51257,1,mysql,Standard DB query execution,database,unknown,65.20.174.49,0
2026-04-16T02:07:00.83081,4,cron,Cron job executed successfully,system,unknown,192.168.1.5,0
2026-04-16T15:34:00.52430,11,sca,Vulnerability assessment scan completed on all endpoints,compliance,unknown,192.168.1.54,0
2026-05-04T17:45:00.28955,1,unknown,Successful SSH login,authentication,unknown,192.168.1.145,0
2026-04-11T20:27:00.50275,4,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,192.168.1.221,0
2026-04-16T20:46:00.48476,4,postfix,Mail delivery successful,mail,unknown,192.168.1.101,0
2026-04-16T05:14:00.42598,4,mysql,Standard DB query execution,database,unknown,192.168.1.26,0
2026-04-16T02:04:00.55454,12,modsecurity,SQL Injection attempt detected,owasp_10,T1190,20.57.77.195,1
2026-05-03T14:51:00.51164,14,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,43.154.195.142,1
2026-04-05T09:09:00.23531,8,windows_defender,Malware Execution Detected,malware,T1204,192.168.1.198,1
2026-04-15T18:27:39.46557,3,postfix,Mail delivery successful,mail,unknown,192.168.1.99,0
2026-04-21T14:00:00.98296,3,windows,System event 4624,windows_auth,unknown,192.168.1.188,0
2026-05-03T01:59:00.49983,4,cron,Cron job executed successfully,system,unknown,192.168.1.158,0
2026-04-25T10:19:00.77780,4,sudo,unknown,privilege,unknown,0.0.0.0,0
2026-04-22T11:59:00.72025,11,sca,Vulnerability assessment scan completed on all endpoints,compliance,unknown,192.168.1.194,0
2026-04-16T13:53:00.30300,1,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.222,0
2026-04-13T16:27:00.92355,2,mysql,Standard DB query execution,unknown,unknown,192.168.1.73,0
2026-04-17T21:40:00.54951,2,iptables,Firewall accepted connection,firewall,unknown,0.0.0.0,0
2026-05-04T12:54:00.72653,9,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,172.52.69.245,1
2026-04-17T04:43:15.18582,4,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.15,0
2026-04-24T01:36:00.29488,10,syscheck,High disk usage alert - /var/log at 92% capacity,system_monitor,unknown,192.168.1.212,0
2026-04-06T21:18:00.75056,3,nginx,Normal asset load (JS/CSS),web_traffic,unknown,0.0.0.0,0
2026-04-27T05:51:00.40630,6,sshd,Multiple failed password attempts,unknown,T1110,192.168.1.176,0
2026-04-28T04:52:00.88532,4,pam,Successful SSH login,authentication,unknown,192.168.1.150,0
2026-04-23T03:48:00.66149,1,web-accesslog,unknown,web_traffic,unknown,192.168.1.119,0
2026-04-29T18:28:00.32307,8,windows_defender,Malware Execution Detected,malware,T1204,0.0.0.0,1
2026-04-21T07:25:00.92400,9,unknown,Malware Execution Detected,malware,T1204,56.121.202.228,1
2026-05-03T03:59:00.41849,4,iptables,Firewall accepted connection,firewall,unknown,192.168.1.120,0
2026-04-25T07:06:00.15487,5,windows,Service started from non-standard path,unknown,unknown,197.241.107.24,1
2026-05-01T14:33:00.27823,2,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.128,0
2026-04-18T08:28:00.10097,4,mysql,Database maintenance: slow query log threshold exceeded,database,unknown,192.168.1.187,0
2026-04-11T04:42:00.21742,2,windows,System event 4624,windows_auth,unknown,192.168.1.21,0
2026-05-02T10:34:00.90610,4,syscheck,File integrity check passed,ossec,unknown,192.168.1.46,0
2026-04-28T06:14:00.16656,1,iptables,Firewall accepted connection,firewall,unknown,0.0.0.0,0
2026-04-17T00:34:00.54983,1,windows,System event 4624,unknown,unknown,192.168.1.93,0
2026-04-23T22:15:00.46565,1,cron,Cron job executed successfully,system,unknown,2.57.121.25,0
2026-04-05T21:40:00.60648,5,sshd,Multiple failed password attempts,authentication_failed,T1110,61.253.95.64,1
2026-04-30T15:41:00.85107,14,suricata,Command and Control Beaconing Detected,c2,T1071,47.94.3.194,1
2026-05-02T19:58:00.72144,4,syscheck,unknown,ossec,unknown,192.168.1.125,0
2026-04-07T21:22:00.81546,3,postfix,Mail delivery successful,mail,unknown,192.168.1.230,0
2026-04-13T08:09:00.97152,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,37.61.124.188,1
2026-04-10T14:24:00.20925,3,web-accesslog,Normal GET request to /index.html,web_traffic,unknown,34.169.17.116,0
2026-04-06T04:51:00.77215,4,web-accesslog,unknown,web_traffic,unknown,45.167.250.186,0
2026-04-28T18:38:00.19447,3,pam,Successful SSH login,unknown,unknown,64.50.188.92,0
2026-04-17T14:34:00.65638,1,syscheck,File integrity check passed,ossec,unknown,59.27.249.238,0
2026-04-20T09:06:00.67569,4,cron,Cron job executed successfully,system,unknown,192.168.1.46,0
2026-04-07T11:02:00.13554,5,windows,Service started from non-standard path,windows_system,unknown,45.169.128.70,1
2026-05-01T05:04:00.46550,14,windows,Suspicious privilege escalation via token manipulation,unknown,T1134,82.102.149.88,1
2026-04-06T20:10:58.17031,11,mysql,Database maintenance: slow query log threshold exceeded,database,unknown,192.168.1.245,0
2026-04-07T01:14:00.61165,4,iptables,Firewall accepted connection,firewall,unknown,192.168.1.197,0
2026-04-07T13:12:00.80486,2,sudo,User executed allowed sudo command,privilege,unknown,192.168.1.165,0
2026-05-04T12:30:00.37392,9,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,36.134.203.156,1
2026-04-15T06:04:00.29753,13,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,51.161.65.150,1
2026-04-23T15:28:00.63334,3,windows,System event 4624,windows_auth,unknown,192.168.1.198,0
2026-04-12T15:21:00.93837,5,sudo,User executed allowed sudo command,privilege,unknown,0.0.0.0,1
2026-04-10T06:41:00.37337,10,suricata,Nmap port scanning detected (Reconnaissance),unknown,T1046,43.164.0.104,1
2026-04-07T02:09:30.60171,1,syscheck,unknown,ossec,unknown,192.168.1.194,0
2026-04-28T10:25:00.64760,11,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,43.164.1.207,1
2026-04-17T17:59:00.55545,10,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,89.43.63.77,1
2026-04-27T14:48:00.55500,8,windows,Service started from non-standard path,windows_system,unknown,192.168.1.136,0
2026-04-12T18:57:00.15873,3,windows,System event 4624,windows_auth,unknown,192.168.1.240,0
2026-04-16T16:05:00.56825,1,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.127,0
2026-04-26T03:31:00.98370,3,postfix,Mail delivery successful,mail,unknown,192.168.1.188,0
2026-04-09T04:17:00.25970,2,cron,Cron job executed successfully,system,unknown,192.168.1.195,0
2026-04-20T16:11:00.85510,4,cron,Cron job executed successfully,system,unknown,78.188.141.127,0
2026-04-07T10:08:00.52447,12,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,192.168.1.235,1
2026-04-10T13:14:00.65219,11,suricata,Nmap port scanning detected (Reconnaissance),reconnaissance,T1046,221.79.212.99,1
2026-04-20T18:15:00.94755,3,pam,Service account login from unexpected geographic region,lateral_movement,T1021,192.168.1.159,1
2026-04-08T05:36:00.75600,2,syscheck,File integrity check passed,ossec,unknown,192.168.1.241,0
2026-04-02T16:57:34.66107,4,sshd,Multiple failed password attempts,authentication_failed,T1110,8.133.23.117,1
2026-04-11T09:18:00.42123,15,modsecurity,SQL Injection attempt detected,owasp_10,T1190,19.131.177.57,1
2026-04-23T07:56:00.69296,10,modsecurity,Cross Site Scripting (XSS) detected,owasp_10,T1190,192.168.1.170,1
2026-04-15T18:01:00.49028,4,postfix,Mail delivery successful,mail,unknown,192.168.1.241,0
2026-04-27T11:00:00.24847,4,mysql,Standard DB query execution,database,unknown,192.168.1.100,0
2026-04-26T05:55:00.64395,14,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,0.0.0.0,1
2026-04-17T02:55:00.56564,9,windows_defender,Malware Execution Detected,malware,T1204,8.213.237.111,1
2026-04-30T10:50:00.45226,2,iptables,Firewall accepted connection,firewall,unknown,192.168.1.71,0
2026-04-29T10:25:00.68003,4,iptables,unknown,firewall,unknown,192.168.1.194,0
2026-04-14T15:57:00.34764,5,sshd,Multiple failed password attempts,authentication_failed,T1110,173.245.13.186,1
2026-04-14T09:37:00.42820,4,unknown,unknown,web_traffic,unknown,192.168.1.243,0
2026-04-19T07:13:00.17952,8,suricata,Lateral movement via Windows Admin Shares,lateral_movement,unknown,127.4.118.162,1
2026-04-12T10:00:00.75989,12,windows,Windows Update service restarted automatically,unknown,unknown,192.168.1.188,0
2026-04-13T08:08:00.22531,4,postfix,Mail delivery successful,mail,unknown,192.168.1.211,0
2026-04-10T01:13:00.61411,5,sshd,Subtle brute force: 3 failed logins from single source,authentication_failed,T1110,192.168.1.185,1
2026-04-29T23:26:09.65900,4,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,192.168.1.140,1
2026-04-13T15:36:00.65874,8,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,unknown,192.168.1.169,0
2026-04-30T15:41:00.79926,15,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,3.215.209.240,1
2026-04-26T02:51:00.38287,11,sca,Vulnerability assessment scan completed on all endpoints,unknown,unknown,192.168.1.87,0
2026-04-19T08:22:00.55852,12,windows,Suspicious privilege escalation via token manipulation,privilege_escalation,T1134,15.235.96.219,1
2026-04-05T03:45:00.83766,1,windows,System event 4624,windows_auth,unknown,192.168.1.143,0
2026-04-21T17:38:00.41190,6,sshd,Multiple failed password attempts,unknown,T1110,192.168.1.133,0
2026-04-23T20:29:00.34794,4,iptables,Firewall accepted connection,firewall,unknown,0.0.0.0,0
2026-04-12T23:44:00.80224,1,cron,Cron job executed successfully,unknown,unknown,14.20.73.26,0
2026-04-21T13:00:00.30261,5,unknown,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.37,1
2026-04-21T09:19:00.38863,15,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,14.103.236.241,1
2026-04-24T04:12:00.99209,1,cron,Cron job executed successfully,system,unknown,192.168.1.189,0
2026-04-07T10:26:00.64187,2,iptables,unknown,firewall,unknown,192.168.1.171,0
2026-04-21T05:10:00.76519,3,unknown,Normal GET request to /index.html,web_traffic,unknown,192.168.1.62,1
2026-04-06T03:01:00.73127,15,modsecurity,SQL Injection attempt detected,owasp_10,T1190,58.226.255.240,1
2026-05-02T22:57:00.66569,3,cron,Cron job executed successfully,system,unknown,192.168.1.245,0
2026-04-25T03:17:00.43696,3,pam,Successful SSH login,authentication,unknown,5.161.156.30,0
2026-04-05T17:46:00.10871,2,iptables,Firewall accepted connection,firewall,unknown,0.0.0.0,0
2026-04-07T08:47:00.84079,11,modsecurity,SQL Injection attempt detected,unknown,unknown,192.168.1.51,0
2026-04-18T11:17:00.70909,1,mysql,Standard DB query execution,database,unknown,192.168.1.122,0
2026-04-08T22:06:00.39885,5,nginx,Unusual traffic spike detected,web_traffic,unknown,1.197.102.62,1
2026-04-17T02:12:00.47514,3,windows,System event 4624,windows_auth,unknown,192.168.1.208,0
2026-04-08T21:29:00.78672,2,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.231,0
2026-04-15T10:15:00.83336,3,nginx,Normal asset load (JS/CSS),web_traffic,unknown,192.168.1.191,0
2026-05-04T18:28:00.94836,12,sca,SCA policy scan: CIS Benchmark compliance check completed,compliance,unknown,192.168.1.144,0
2026-04-08T15:09:00.15108,10,suricata,Command and Control Beaconing Detected,c2,T1071,0.0.0.0,1
2026-04-23T16:31:00.23189,1,iptables,Firewall accepted connection,firewall,unknown,192.168.1.25,0
2026-04-30T04:42:00.57832,14,suricata,Lateral movement via Windows Admin Shares,lateral_movement,T1021,8.243.166.66,1
2026-04-24T07:46:00.60538,4,syscheck,File integrity check passed,ossec,unknown,192.168.1.25,0
2026-04-12T06:21:00.48932,4,nginx,Unusual traffic spike detected,web_traffic,unknown,192.168.1.140,0
2026-04-12T03:06:00.80133,1,windows,System event 4624,windows_auth,unknown,192.168.1.57,0
2026-04-06T07:19:00.41693,1,nginx,Normal asset load (JS/CSS),web_traffic,unknown,14.103.123.87,0
2026-04-16T03:26:00.22150,4,windows,unknown,windows_auth,unknown,192.168.1.241,0
2026-04-27T04:48:00.47092,12,suricata,Command and Control Beaconing Detected,c2,T1071,63.229.251.197,1
2026-04-27T18:27:52.32299,5,nginx,Unusual traffic spike detected,web_traffic,unknown,192.168.1.18,0
2026-04-21T12:14:00.30380,8,sshd,Multiple SSH authentication failures (Brute Force),authentication_failed,T1110,50.231.243.28,1
2026-04-23T22:09:00.42697,3,suricata,Hidden port scan: slow SYN sweep on non-standard ports,reconnaissance,T1046,192.168.1.22,1
2026-05-01T08:09:00.97795,8,suricata,Command and Control Beaconing Detected,c2,T1071,49.233.173.41,1
